Address,Postcode,Suburb,Regionname,CouncilArea,Type,Price,SellerG,Method,Date,Year,Month,Bedroom,Bathroom,Bathroom_was_0,Car,Car_was_missing,Distance,Landsize,Landsize_Indicator,BuildingArea,BuildingArea_was_missing
5/8 David St,3018,Altona,Western Metropolitan,Hobsons Bay,u,580000,Biggin,PI,2016-07-16,2016,7,2,2.0,False,1.0,False,13.8,0,1,76.0,False
1/28 Seves St,3018,Altona,Western Metropolitan,Hobsons Bay,h,712000,hockingstuart,S,2016-09-17,2016,9,3,1.0,False,2.0,False,13.8,363,0,116.0,True
27 McIntyre Dr,3018,Altona,Western Metropolitan,Hobsons Bay,h,840000,Greg,SP,2017-03-18,2017,3,3,2.0,False,2.0,False,13.8,534,0,136.0,False
4 Boyd St,3018,Altona,Western Metropolitan,Hobsons Bay,h,980000,Barlow,S,2016-11-19,2016,11,3,1.0,False,2.0,False,13.8,724,0,129.0,True
12 Spear Ct,3018,Altona,Western Metropolitan,Hobsons Bay,t,605100,hockingstuart,S,2016-05-22,2016,5,3,2.0,False,0.0,False,13.8,265,0,150.0,True
185 Queen St,3018,Altona,Western Metropolitan,Hobsons Bay,h,880000,Barlow,PI,2016-08-22,2016,8,3,3.0,False,1.0,False,13.8,577,0,188.0,True
3/20 Mulga St,3018,Altona,Western Metropolitan,Hobsons Bay,u,577000,Williams,S,2016-04-23,2016,4,3,2.0,False,1.0,False,13.8,0,1,113.0,False
51 Millers Rd,3018,Altona,Western Metropolitan,Hobsons Bay,h,1030000,Barlow,S,2017-02-25,2017,2,4,1.0,False,0.0,False,13.8,797,0,152.0,True
2/119 Railway St N,3018,Altona,Western Metropolitan,Hobsons Bay,u,605000,Barlow,S,2017-02-25,2017,2,3,1.0,False,2.0,False,13.8,0,1,108.0,True
24 McIntyre Dr,3018,Altona,Western Metropolitan,Hobsons Bay,h,753000,Barlow,S,2016-06-27,2016,6,3,2.0,False,2.0,False,13.8,529,0,156.0,True
104 Maidstone St,3018,Altona,Western Metropolitan,Hobsons Bay,h,857000,hockingstuart,SP,2016-11-27,2016,11,2,2.0,False,1.0,False,13.8,675,0,100.0,False
49 Bent St,3018,Altona,Western Metropolitan,Hobsons Bay,h,1500000,Barlow,S,2016-05-28,2016,5,3,1.0,False,1.0,False,13.8,929,0,135.0,True
5/57 Blyth St,3018,Altona,Western Metropolitan,Hobsons Bay,u,730000,Barlow,SP,2016-05-28,2016,5,3,2.0,False,1.0,False,13.8,0,1,3.0,False
15 Kookaburra St,3018,Altona,Western Metropolitan,Hobsons Bay,h,900000,Sweeney,S,2016-05-28,2016,5,3,1.0,False,4.0,False,13.8,697,0,131.0,True
219 Civic Pde,3018,Altona,Western Metropolitan,Hobsons Bay,h,740000,Greg,S,2016-08-28,2016,8,3,1.0,False,2.0,False,13.8,604,0,118.0,True
3 Curtin Ct,3018,Altona,Western Metropolitan,Hobsons Bay,h,931000,Sweeney,S,2016-08-28,2016,8,4,2.0,False,3.0,False,13.8,532,0,190.0,True
2/60 David St,3018,Altona,Western Metropolitan,Hobsons Bay,h,535600,Compton,SP,2016-07-30,2016,7,2,1.0,False,1.0,False,13.8,154,0,91.0,False
45 Hearn St,3025,Altona North,Western Metropolitan,Hobsons Bay,h,1085000,FN,S,2016-09-03,2016,9,5,3.0,False,6.0,False,11.1,592,0,251.0,False
4 Knapp St,3025,Altona North,Western Metropolitan,Hobsons Bay,h,781000,Jas,S,2016-09-03,2016,9,3,1.0,False,2.0,False,11.1,533,0,117.0,False
21 Hatherley Gr,3025,Altona North,Western Metropolitan,Hobsons Bay,h,750000,Jas,SP,2017-03-04,2017,3,3,1.0,False,3.0,False,11.1,554,0,119.0,True
3/66 Marion St,3025,Altona North,Western Metropolitan,Hobsons Bay,t,421000,hockingstuart,S,2017-03-04,2017,3,2,1.0,False,1.0,False,11.1,77,0,77.0,False
153 Mills St,3025,Altona North,Western Metropolitan,Hobsons Bay,h,1405000,Sweeney,S,2017-03-04,2017,3,3,1.0,False,3.0,False,11.1,655,0,118.0,True
33 Carthy St,3025,Altona North,Western Metropolitan,Hobsons Bay,h,683000,FN,S,2016-06-04,2016,6,3,1.0,False,2.0,False,11.1,534,0,167.0,False
16 Harris St,3025,Altona North,Western Metropolitan,Hobsons Bay,h,623000,Sweeney,S,2016-06-04,2016,6,3,1.0,False,3.0,False,11.1,540,0,120.0,True
1/5 Little St,3025,Altona North,Western Metropolitan,Hobsons Bay,h,720000,Greg,VB,2016-08-06,2016,8,3,2.0,False,1.0,False,11.1,0,1,130.0,False
1/95 Mills St,3025,Altona North,Western Metropolitan,Hobsons Bay,h,588000,Williams,S,2016-05-07,2016,5,3,1.0,False,1.0,False,11.1,328,0,118.0,False
5 Binns St,3025,Altona North,Western Metropolitan,Hobsons Bay,h,710000,Village,PI,2016-11-07,2016,11,3,1.0,False,3.0,False,11.1,540,0,116.0,False
25 Allan St,3025,Altona North,Western Metropolitan,Hobsons Bay,h,875000,Jas,SP,2016-10-08,2016,10,3,1.0,False,4.0,False,11.1,559,0,169.0,False
21 Hatherley Gr,3025,Altona North,Western Metropolitan,Hobsons Bay,h,700000,Jas,VB,2016-12-10,2016,12,3,1.0,False,3.0,False,11.1,554,0,124.0,True
1/256 Mason St,3025,Altona North,Western Metropolitan,Hobsons Bay,t,640000,Williams,S,2017-03-11,2017,3,2,1.0,False,1.0,False,11.1,252,0,101.0,True
21 Allan St,3025,Altona North,Western Metropolitan,Hobsons Bay,h,650000,Williams,SP,2016-06-12,2016,6,4,1.0,False,4.0,False,11.1,558,0,148.0,True
2/36 May St,3025,Altona North,Western Metropolitan,Hobsons Bay,h,675000,hockingstuart,S,2016-05-14,2016,5,3,2.0,False,2.0,False,11.1,171,0,109.0,False
11 Beevers St,3025,Altona North,Western Metropolitan,Hobsons Bay,h,708000,Greg,S,2016-10-15,2016,10,3,1.0,False,2.0,False,11.1,585,0,97.0,False
10 Murphy St,3025,Altona North,Western Metropolitan,Hobsons Bay,h,965000,Gunn&Co,SP,2016-10-15,2016,10,4,1.0,False,4.0,False,11.1,851,0,171.0,True
16 Beevers St,3025,Altona North,Western Metropolitan,Hobsons Bay,h,680000,Sweeney,S,2016-11-19,2016,11,3,1.0,False,3.0,False,11.1,551,0,119.0,True
31 Duosa Rd,3025,Altona North,Western Metropolitan,Hobsons Bay,h,923000,Greg,S,2016-05-22,2016,5,3,1.0,False,2.0,False,11.1,740,0,129.0,True
252 Millers Rd,3025,Altona North,Western Metropolitan,Hobsons Bay,h,693000,Raine&Horne,SP,2016-05-22,2016,5,4,2.0,False,4.0,False,11.1,315,0,170.0,False
1/156 Chambers Rd,3025,Altona North,Western Metropolitan,Hobsons Bay,h,620000,Hunter,SP,2016-08-22,2016,8,3,2.0,False,2.0,False,11.1,276,0,100.0,False
2 Gadsden St,3025,Altona North,Western Metropolitan,Hobsons Bay,h,728500,Jas,S,2016-08-22,2016,8,3,1.0,False,1.0,False,11.1,531,0,157.0,False
24 Hansen St,3025,Altona North,Western Metropolitan,Hobsons Bay,h,931000,hockingstuart,S,2016-08-22,2016,8,3,2.0,False,1.0,False,11.1,590,0,160.0,False
4 Prismall St,3025,Altona North,Western Metropolitan,Hobsons Bay,h,988000,Sweeney,S,2016-08-22,2016,8,3,1.0,False,4.0,False,11.1,715,0,131.0,True
122 McIntosh Rd,3025,Altona North,Western Metropolitan,Hobsons Bay,h,590000,Village,S,2016-04-23,2016,4,3,1.0,False,2.0,False,11.1,561,0,120.0,True
35 May St,3025,Altona North,Western Metropolitan,Hobsons Bay,h,610000,RT,S,2016-09-24,2016,9,2,1.0,False,2.0,False,11.1,691,0,72.0,True
6 Hill St,3025,Altona North,Western Metropolitan,Hobsons Bay,h,815000,hockingstuart,S,2017-02-25,2017,2,3,2.0,False,3.0,False,11.1,555,0,130.0,False
84 May St,3025,Altona North,Western Metropolitan,Hobsons Bay,h,970000,Greg,S,2017-02-25,2017,2,4,1.0,False,2.0,False,11.1,708,0,167.0,True
155 Chambers Rd,3025,Altona North,Western Metropolitan,Hobsons Bay,h,760000,Hunter,S,2016-06-27,2016,6,4,1.0,False,3.0,False,11.1,668,0,166.0,True
268d Mason St,3025,Altona North,Western Metropolitan,Hobsons Bay,t,847500,RT,S,2016-06-27,2016,6,4,3.0,False,1.0,False,11.1,252,0,181.0,True
5 Cresser St,3025,Altona North,Western Metropolitan,Hobsons Bay,h,1200000,RT,SP,2016-11-27,2016,11,4,1.0,False,4.0,False,11.1,633,0,158.0,False
107 McIntosh Rd,3025,Altona North,Western Metropolitan,Hobsons Bay,h,700000,Hunter,SP,2016-11-27,2016,11,3,1.0,False,1.0,False,11.1,557,0,118.0,True
10 Knapp St,3025,Altona North,Western Metropolitan,Hobsons Bay,h,625000,Hunter,PI,2016-05-28,2016,5,3,1.0,False,1.0,False,11.1,536,0,121.0,True
4/221 Blackshaws Rd,3025,Altona North,Western Metropolitan,Hobsons Bay,u,292000,Jas,S,2016-08-28,2016,8,2,1.0,False,1.0,False,11.1,0,1,70.0,False
8/19 Mercer Rd,3143,Armadale,Southern Metropolitan,Stonnington,u,599000,Jellis,S,2016-09-03,2016,9,2,1.0,False,1.0,False,6.3,0,1,76.0,False
1/42 Adelaide St,3143,Armadale,Southern Metropolitan,Stonnington,u,550000,Noel,VB,2016-12-03,2016,12,2,1.0,False,0.0,False,6.3,0,1,68.0,True
14/71 Denbigh Rd,3143,Armadale,Southern Metropolitan,Stonnington,u,995000,Marshall,S,2016-12-03,2016,12,3,2.0,False,2.0,False,6.3,0,1,100.0,False
4/769 High St,3143,Armadale,Southern Metropolitan,Stonnington,t,1205000,Jellis,S,2016-12-03,2016,12,3,2.0,False,2.0,False,6.3,101,0,105.0,False
7 Llaneast St,3143,Armadale,Southern Metropolitan,Stonnington,h,1939000,Jellis,S,2016-12-03,2016,12,3,2.0,False,2.0,False,6.3,296,0,150.0,False
9/55 Northcote Rd,3143,Armadale,Southern Metropolitan,Stonnington,u,421500,Biggin,S,2016-12-03,2016,12,1,1.0,False,0.0,False,6.3,0,1,51.0,True
28 Cambridge St,3143,Armadale,Southern Metropolitan,Stonnington,h,1870000,Hodges,S,2017-03-04,2017,3,3,1.0,False,1.0,False,6.3,217,0,116.0,False
3/16 Fulton St,3143,Armadale,Southern Metropolitan,Stonnington,u,678000,hockingstuart,S,2017-03-04,2017,3,2,1.0,False,2.0,False,6.3,0,1,80.0,True
3/20 Mercer Rd,3143,Armadale,Southern Metropolitan,Stonnington,t,1918000,Jellis,SP,2017-03-04,2017,3,3,2.0,False,2.0,False,6.3,0,1,165.0,False
1/77 Wattletree Rd,3143,Armadale,Southern Metropolitan,Stonnington,u,660000,hockingstuart,SP,2017-03-04,2017,3,2,1.0,False,1.0,False,6.3,0,1,73.0,True
12 Willis St,3143,Armadale,Southern Metropolitan,Stonnington,h,2050000,Marshall,S,2017-03-04,2017,3,3,2.0,False,1.0,False,6.3,205,0,116.0,False
8/71 Denbigh Rd,3143,Armadale,Southern Metropolitan,Stonnington,u,700000,Jellis,VB,2016-06-04,2016,6,2,1.0,False,2.0,False,6.3,0,1,74.0,True
553 Dandenong Rd,3143,Armadale,Southern Metropolitan,Stonnington,h,1525000,Jellis,PI,2016-05-07,2016,5,5,2.0,False,2.0,False,6.3,693,0,206.0,True
9/19 Mercer Rd,3143,Armadale,Southern Metropolitan,Stonnington,u,735000,Marshall,PI,2016-05-07,2016,5,3,2.0,False,1.0,False,6.3,0,1,14.0,False
6/26 Mercer Rd,3143,Armadale,Southern Metropolitan,Stonnington,u,825000,Jellis,S,2016-05-07,2016,5,2,1.0,False,1.0,False,6.3,0,1,82.0,True
538a Orrong Rd,3143,Armadale,Southern Metropolitan,Stonnington,t,1586000,RT,S,2016-05-07,2016,5,2,2.0,False,2.0,False,6.3,246,0,136.0,True
18/41 Kooyong Rd,3143,Armadale,Southern Metropolitan,Stonnington,u,645000,Marshall,S,2016-10-08,2016,10,2,1.0,False,1.0,False,6.3,0,1,74.0,True
10 William St,3143,Armadale,Southern Metropolitan,Stonnington,h,1435000,Jellis,SP,2016-10-08,2016,10,1,2.0,False,1.0,False,6.3,144,0,107.0,False
15/405 Dandenong Rd,3143,Armadale,Southern Metropolitan,Stonnington,u,280000,hockingstuart,PI,2016-09-10,2016,9,1,1.0,False,1.0,False,6.3,0,1,38.0,False
1/2 Armadale St,3143,Armadale,Southern Metropolitan,Stonnington,u,400000,hockingstuart,PI,2016-12-10,2016,12,1,1.0,False,1.0,False,6.3,0,1,51.0,True
4/20 Mercer Rd,3143,Armadale,Southern Metropolitan,Stonnington,h,1780000,Marshall,S,2016-12-10,2016,12,2,2.0,False,2.0,False,6.3,0,1,103.0,True
8/58 Sutherland Rd,3143,Armadale,Southern Metropolitan,Stonnington,u,592500,hockingstuart,S,2016-12-10,2016,12,2,1.0,False,1.0,False,6.3,0,1,73.0,False
40 New St,3143,Armadale,Southern Metropolitan,Stonnington,h,1210000,Marshall,S,2016-11-12,2016,11,2,1.0,False,0.0,False,6.3,249,0,96.0,False
7/53 Wattletree Rd,3143,Armadale,Southern Metropolitan,Stonnington,u,390000,Jellis,S,2016-05-14,2016,5,1,1.0,False,0.0,False,6.3,0,1,50.0,True
791 High St,3143,Armadale,Southern Metropolitan,Stonnington,h,1800000,RT,PI,2016-10-15,2016,10,3,2.0,False,2.0,False,6.3,405,0,121.0,False
25 Llaneast St,3143,Armadale,Southern Metropolitan,Stonnington,h,2200000,Jellis,PI,2016-10-15,2016,10,4,1.0,False,2.0,False,6.3,495,0,163.0,False
8/569 Orrong Rd,3143,Armadale,Southern Metropolitan,Stonnington,u,324000,Jellis,S,2016-04-16,2016,4,1,1.0,False,1.0,False,6.3,0,1,51.0,True
34a Rose St,3143,Armadale,Southern Metropolitan,Stonnington,h,1125000,RT,S,2016-09-17,2016,9,2,1.0,False,2.0,False,6.3,169,0,91.0,True
42 Rose St,3143,Armadale,Southern Metropolitan,Stonnington,h,2250000,Marshall,S,2016-09-17,2016,9,3,3.0,False,1.0,False,6.3,301,0,190.0,True
31 Hume St,3143,Armadale,Southern Metropolitan,Stonnington,h,1900000,Jellis,VB,2017-03-18,2017,3,2,2.0,False,0.0,False,6.3,207,0,121.0,True
10/581 Orrong Rd,3143,Armadale,Southern Metropolitan,Stonnington,u,440000,Jellis,SP,2017-03-18,2017,3,1,1.0,False,1.0,False,6.3,0,1,53.0,False
7/579 Dandenong Rd,3143,Armadale,Southern Metropolitan,Stonnington,u,490000,Ray,PI,2016-06-18,2016,6,2,1.0,False,1.0,False,6.3,0,1,72.0,True
14 New St,3143,Armadale,Southern Metropolitan,Stonnington,h,1300000,Jellis,VB,2016-06-18,2016,6,2,1.0,False,2.0,False,6.3,212,0,106.0,False
7/501 Orrong Rd,3143,Armadale,Southern Metropolitan,Stonnington,u,732000,Gary,S,2016-06-18,2016,6,3,2.0,False,2.0,False,6.3,0,1,125.0,True
6/51 Armadale St,3143,Armadale,Southern Metropolitan,Stonnington,u,704000,Greg,SP,2016-11-19,2016,11,2,1.0,False,1.0,False,6.3,0,1,74.0,False
12/41 Kooyong Rd,3143,Armadale,Southern Metropolitan,Stonnington,u,620000,Marshall,VB,2016-11-19,2016,11,2,1.0,False,1.0,False,6.3,0,1,98.0,False
63 Denbigh Rd,3143,Armadale,Southern Metropolitan,Stonnington,h,1900000,Marshall,S,2016-05-22,2016,5,3,1.0,False,2.0,False,6.3,328,0,108.0,False
13/56 Sutherland Rd,3143,Armadale,Southern Metropolitan,Stonnington,u,315000,Fletchers,SP,2016-08-22,2016,8,1,1.0,False,1.0,False,6.3,0,1,57.0,True
7/22 Derby St,3143,Armadale,Southern Metropolitan,Stonnington,u,450000,hockingstuart,PI,2016-09-24,2016,9,1,1.0,False,1.0,False,6.3,0,1,49.0,True
10/51 Armadale St,3143,Armadale,Southern Metropolitan,Stonnington,u,710000,Jellis,S,2017-02-25,2017,2,2,1.0,False,1.0,False,6.3,0,1,80.0,False
2/377 Dandenong Rd,3143,Armadale,Southern Metropolitan,Stonnington,u,872000,Jellis,S,2017-02-25,2017,2,2,1.0,False,1.0,False,6.3,0,1,76.0,True
1/14 Denbigh Rd,3143,Armadale,Southern Metropolitan,Stonnington,u,598000,hockingstuart,S,2017-02-25,2017,2,2,1.0,False,1.0,False,6.3,0,1,88.0,False
75 Sutherland Rd,3143,Armadale,Southern Metropolitan,Stonnington,h,1285000,Marshall,S,2017-02-25,2017,2,3,1.0,False,2.0,False,6.3,186,0,80.0,False
1/403 Dandenong Rd,3143,Armadale,Southern Metropolitan,Stonnington,u,520000,hockingstuart,S,2016-06-27,2016,6,1,1.0,False,1.0,False,6.3,0,1,76.0,False
3/769 High St,3143,Armadale,Southern Metropolitan,Stonnington,t,1101000,Jellis,S,2016-11-27,2016,11,3,1.0,False,2.0,False,6.3,103,0,3.0,False
17 Kooyong Rd,3143,Armadale,Southern Metropolitan,Stonnington,h,2000000,Marshall,PI,2016-05-28,2016,5,4,3.0,False,4.0,False,6.3,544,0,208.0,True
1/31 Mercer Rd,3143,Armadale,Southern Metropolitan,Stonnington,u,869000,Jellis,S,2016-05-28,2016,5,2,1.0,False,1.0,False,6.3,0,1,91.0,False
2/532 Orrong Rd,3143,Armadale,Southern Metropolitan,Stonnington,u,565000,Ray,S,2016-08-28,2016,8,2,1.0,False,1.0,False,6.3,0,1,74.0,True
5/555 Orrong Rd,3143,Armadale,Southern Metropolitan,Stonnington,u,567000,hockingstuart,S,2016-08-28,2016,8,1,1.0,False,1.0,False,6.3,0,1,53.0,False
3/50 Denbigh Rd,3143,Armadale,Southern Metropolitan,Stonnington,u,546000,hockingstuart,SP,2016-07-30,2016,7,2,1.0,True,0.0,False,6.3,0,1,73.0,True
7/844 Malvern Rd,3143,Armadale,Southern Metropolitan,Stonnington,u,471500,Ray,S,2016-07-30,2016,7,2,1.0,False,1.0,False,6.3,0,1,72.0,True
2/43 Roxburgh St,3032,Ascot Vale,Western Metropolitan,Moonee Valley,u,455000,Nelson,S,2016-09-03,2016,9,2,1.0,False,2.0,False,5.9,0,1,78.0,True
30 Rothwell St,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,940000,Nelson,S,2016-12-03,2016,12,3,1.0,False,2.0,False,5.9,298,0,108.0,False
9/5 Rothwell St,3032,Ascot Vale,Western Metropolitan,Moonee Valley,u,467000,Brad,SP,2016-12-03,2016,12,2,1.0,False,1.0,False,5.9,0,1,62.0,False
7 Francis St,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,1380000,Nelson,SP,2017-03-04,2017,3,3,2.0,False,2.0,False,5.9,277,0,174.0,False
2/21 Harold St,3032,Ascot Vale,Western Metropolitan,Moonee Valley,u,490000,Jellis,VB,2017-03-04,2017,3,2,1.0,False,1.0,False,5.9,0,1,62.0,False
44 The Parade,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,1850000,Brad,S,2017-03-04,2017,3,4,3.0,False,1.0,False,5.9,478,0,270.0,False
97 Walter St,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,1284000,Woodards,S,2017-03-04,2017,3,3,1.0,False,2.0,False,5.9,623,0,134.0,True
98 Epsom Rd,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,971000,Nelson,SP,2016-06-04,2016,6,3,2.0,False,2.0,False,5.9,285,0,128.0,False
8 Geddes St,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,710000,Nelson,PI,2016-06-04,2016,6,2,1.0,False,1.0,False,5.9,214,0,77.0,False
119 Roseberry St,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,750000,Maddison,SP,2016-06-04,2016,6,2,1.0,False,1.0,False,5.9,226,0,92.0,False
10 Fenton St,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,1053000,Nelson,S,2016-08-06,2016,8,2,1.0,False,1.0,False,5.9,269,0,109.0,False
10 McCully St,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,1377000,Nelson,S,2016-08-06,2016,8,3,1.0,False,1.0,False,5.9,417,0,168.0,False
120 Epsom Rd,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,970000,Brad,S,2016-05-07,2016,5,3,1.0,False,2.0,False,5.9,350,0,125.0,False
47 Hurtle St,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,940000,Nelson,S,2016-05-07,2016,5,2,1.0,False,1.0,False,5.9,330,0,103.0,True
63 Kent St,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,751000,Nelson,PI,2016-05-07,2016,5,2,1.0,False,1.0,False,5.9,118,0,79.0,False
4 The Parade,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,950000,Raine,SP,2016-05-07,2016,5,2,1.0,False,1.0,False,5.9,173,0,102.0,False
1/17 Epsom Rd,3032,Ascot Vale,Western Metropolitan,Moonee Valley,u,685000,Brad,S,2016-11-07,2016,11,2,1.0,False,2.0,False,5.9,0,1,90.0,False
41 Monash St,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,1230000,Nelson,S,2016-10-08,2016,10,3,1.0,False,2.0,False,5.9,594,0,148.0,False
2/78 Ormond Rd,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,636500,Jellis,S,2016-10-08,2016,10,2,1.0,False,1.0,False,5.9,0,1,76.0,True
83 Roseberry St,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,910000,Raine,S,2016-10-08,2016,10,3,1.0,False,0.0,False,5.9,317,0,119.0,True
51 Francis St,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,770000,Nelson,PI,2016-09-10,2016,9,2,1.0,False,1.0,False,5.9,226,0,87.0,False
33 Dalgety Dr,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,960000,Walshe,S,2016-12-10,2016,12,3,2.0,False,2.0,False,5.9,229,0,148.0,True
12 Mirams St,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,890000,Raine,SP,2016-12-10,2016,12,4,1.0,False,1.0,False,5.9,300,0,185.0,False
2 The Parade,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,965000,Nelson,S,2016-12-10,2016,12,2,1.0,False,1.0,False,5.9,170,0,91.0,True
78 The Parade,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,1440000,Nelson,S,2017-02-11,2017,2,3,1.0,False,1.0,False,5.9,487,0,131.0,False
11 Ascot St,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,955000,Woodards,S,2017-03-11,2017,3,2,1.0,False,0.0,False,5.9,255,0,104.0,True
24/54 Epsom Rd,3032,Ascot Vale,Western Metropolitan,Moonee Valley,u,450000,Nelson,VB,2016-11-12,2016,11,2,1.0,False,1.0,False,5.9,0,1,70.0,True
2 Farncomb St,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,801000,Jellis,S,2016-11-12,2016,11,3,1.0,False,2.0,False,5.9,431,0,139.0,True
26 Newsom St,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,1000000,Brad,PI,2016-11-12,2016,11,3,2.0,False,2.0,False,5.9,440,0,120.0,False
8 Pentland St,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,1435000,Nelson,S,2016-11-12,2016,11,3,2.0,False,2.0,False,5.9,532,0,147.0,False
8/129 The Parade,3032,Ascot Vale,Western Metropolitan,Moonee Valley,u,390000,Alexkarbon,S,2016-11-12,2016,11,1,1.0,False,1.0,False,5.9,0,1,58.0,False
52 Monash St,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,1425000,Jellis,PI,2016-08-13,2016,8,3,2.0,False,2.0,False,5.9,495,0,139.0,False
58 Fenton St,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,1340000,Nelson,S,2016-05-14,2016,5,3,2.0,False,2.0,False,5.9,683,0,232.0,False
70 Munro St,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,955000,Brad,S,2016-05-14,2016,5,3,1.0,False,1.0,False,5.9,263,0,117.0,False
125 Epsom Rd,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,1100000,Nelson,VB,2016-10-15,2016,10,4,2.0,False,5.0,False,5.9,559,0,195.0,False
33 Hockey La,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,1255000,Nelson,S,2016-10-15,2016,10,3,2.0,False,2.0,False,5.9,308,0,163.0,True
3/28 Ormond Rd,3032,Ascot Vale,Western Metropolitan,Moonee Valley,u,432000,Biggin,S,2016-10-15,2016,10,2,1.0,False,1.0,False,5.9,0,1,62.0,False
7 Angler Pde,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,1640000,Raine,S,2016-04-16,2016,4,4,3.0,False,2.0,False,5.9,562,0,204.0,False
2/127 Epsom Rd,3032,Ascot Vale,Western Metropolitan,Moonee Valley,u,610000,Brad,SP,2016-04-16,2016,4,2,1.0,False,1.0,False,5.9,0,1,104.0,False
57 The Parade,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,940000,Nelson,S,2016-04-16,2016,4,3,3.0,False,1.0,False,5.9,491,0,127.0,False
62 Mirams St,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,890000,Brad,SP,2016-07-16,2016,7,3,1.0,False,1.0,False,5.9,242,0,110.0,False
67 Hurtle St,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,1180000,Brad,SP,2016-09-17,2016,9,3,2.0,False,2.0,False,5.9,617,0,149.0,False
95 Walter St,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,1480000,Raine,S,2016-09-17,2016,9,4,2.0,False,2.0,False,5.9,597,0,180.0,False
15 Bayview Tce,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,1150000,Brad,S,2017-03-18,2017,3,2,1.0,False,1.0,False,5.9,387,0,105.0,True
57 Monash St,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,1350000,Brad,S,2017-03-18,2017,3,3,1.0,False,3.0,False,5.9,575,0,137.0,True
54 South St,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,1905000,Nelson,S,2017-03-18,2017,3,5,2.0,False,2.0,False,5.9,521,0,199.0,True
3/8 Walter St,3032,Ascot Vale,Western Metropolitan,Moonee Valley,t,865000,Nelson,SP,2017-03-18,2017,3,2,2.0,False,1.0,False,5.9,146,0,132.0,False
2/225 Maribyrnong Rd,3032,Ascot Vale,Western Metropolitan,Moonee Valley,t,705000,Brad,S,2016-06-18,2016,6,2,2.0,False,1.0,False,5.9,113,0,100.0,True
12/9 Milton St,3032,Ascot Vale,Western Metropolitan,Moonee Valley,u,442000,Alexkarbon,S,2016-06-18,2016,6,2,1.0,False,1.0,False,5.9,0,1,62.0,False
107/8 Burrowes St,3032,Ascot Vale,Western Metropolitan,Moonee Valley,u,540000,Jellis,S,2016-11-19,2016,11,2,2.0,False,1.0,False,5.9,0,1,105.0,True
21A Geddes St,3032,Ascot Vale,Western Metropolitan,Moonee Valley,h,1037500,Alexkarbon,S,2016-11-19,2016,11,3,1.0,False,2.0,False,5.9,506,0,110.0,False
